date,day_of_week,total_patients,male_patients,female_patients,children_patients,adult_patients,elderly_patients,fever_cases,cough_cases,diarrhea_cases,vomiting_cases,skin_rash_cases,animal_bite_cases,paracetamol_used,antibiotics_used,ors_packets_used,malaria_kits_used,temperature,rainfall,humidity
2020-01-20,Monday,43,20,23,7,32,4,6,3,2,1,0,0,5,4,2,0,28.9,0,42
2020-01-21,Tuesday,37,17,20,5,28,4,8,1,1,0,0,1,6,3,0,0,28.1,0,58
2020-01-22,Wednesday,41,21,20,10,28,3,6,6,2,1,1,0,4,2,1,0,27.8,0,48
2020-01-23,Thursday,47,22,25,7,35,5,10,7,2,1,1,0,10,7,1,0,23.5,0,74
2020-01-24,Friday,38,20,18,9,24,5,6,2,1,0,1,0,5,3,0,0,29.1,0,71
2020-01-25,Saturday,42,21,21,7,32,3,7,5,2,1,1,0,6,3,1,0,24.8,0,67
2020-01-26,Sunday,33,15,18,6,23,4,7,6,1,0,1,0,6,3,0,0,28.3,0,58
2020-01-27,Monday,41,19,22,9,28,4,6,6,2,1,1,0,5,4,1,0,27.7,1,41
2020-01-28,Tuesday,36,17,19,8,24,4,7,2,1,0,1,0,7,2,0,0,23.3,2,50
2020-01-29,Wednesday,49,23,26,8,36,5,5,8,2,1,1,0,5,6,2,0,28.0,0,65
2020-01-30,Thursday,35,19,16,5,26,4,7,5,1,0,0,0,7,4,0,0,23.9,0,69
2020-01-31,Friday,27,12,15,5,19,3,2,2,1,0,1,0,1,1,1,0,26.5,0,71
2020-02-01,Saturday,45,20,25,8,33,4,8,8,2,1,2,0,7,5,2,0,28.8,5,42
2020-02-02,Sunday,29,15,14,5,22,2,2,5,1,0,0,0,2,2,1,0,26.0,0,50
2020-02-03,Monday,31,16,15,4,24,3,6,4,1,0,0,0,6,4,0,0,28.9,1,71
2020-02-04,Tuesday,37,18,19,7,26,4,6,2,1,0,1,0,5,3,0,0,28.9,0,65
2020-02-05,Wednesday,55,25,30,12,35,8,6,6,2,1,1,0,5,4,2,0,26.2,0,52
2020-02-06,Thursday,33,15,18,6,24,3,7,2,1,0,1,0,5,2,1,0,28.2,0,52
2020-02-07,Friday,46,21,25,11,30,5,8,9,2,1,1,0,7,7,1,0,29.0,0,64
2020-02-08,Saturday,40,20,20,7,29,4,7,4,2,1,0,3,7,2,1,0,24.6,0,50
2020-02-09,Sunday,35,18,17,5,27,3,3,2,1,0,0,0,3,1,0,0,28.4,0,74
2020-02-10,Monday,45,20,25,9,31,5,7,8,2,1,1,0,6,4,1,0,23.8,0,49
2020-02-11,Tuesday,22,10,12,4,17,1,2,3,1,0,0,1,1,2,1,0,27.8,5,68
2020-02-12,Wednesday,43,22,21,9,28,6,9,4,2,1,1,1,9,5,1,0,28.8,0,64
2020-02-13,Thursday,42,18,24,8,28,6,9,3,2,1,1,0,10,2,2,0,27.9,1,66
2020-02-14,Friday,28,13,15,4,21,3,5,2,1,0,0,0,4,2,0,0,27.7,0,51
2020-02-15,Saturday,32,16,16,5,23,4,4,4,1,0,1,0,3,3,0,0,27.6,0,63
2020-02-16,Sunday,39,19,20,7,28,4,8,3,1,0,1,0,8,3,1,0,29.3,0,69
2020-02-17,Monday,48,24,24,10,32,6,6,3,2,1,2,1,6,1,2,0,31.1,0,61
2020-02-18,Tuesday,36,19,17,6,28,2,4,6,1,0,1,1,3,2,1,0,27.0,0,72
2020-02-19,Wednesday,39,19,20,8,28,3,8,5,1,0,1,0,7,4,0,0,28.3,0,62
2020-02-20,Thursday,37,16,21,6,28,3,7,3,1,0,0,1,7,2,1,0,26.1,0,66
2020-02-21,Friday,44,23,21,8,31,5,7,8,2,1,0,0,6,7,1,0,26.9,0,61
2020-02-22,Saturday,27,14,13,4,21,2,4,2,1,0,0,1,3,1,0,0,30.6,0,61
2020-02-23,Sunday,25,12,13,5,18,2,4,2,1,0,0,0,4,2,0,0,26.5,1,59
2020-02-24,Monday,45,24,21,6,35,4,5,4,2,1,0,0,4,3,1,0,28.3,0,54
2020-02-25,Tuesday,28,15,13,4,21,3,3,3,1,0,0,0,3,2,1,0,29.5,0,42
2020-02-26,Wednesday,40,20,20,8,29,3,4,3,2,1,1,0,4,2,1,0,29.9,0,44
2020-02-27,Thursday,12,5,7,1,11,0,1,2,0,0,0,0,1,0,0,0,27.2,0,61
2020-02-28,Friday,34,18,16,5,26,3,6,3,1,0,0,0,6,3,1,0,28.1,0,71
2020-02-29,Saturday,34,17,17,6,25,3,5,6,1,0,1,0,4,2,0,0,27.5,0,58
2020-03-01,Sunday,31,16,15,5,22,4,5,1,1,0,0,0,5,2,0,0,34.3,0,44
2020-03-02,Monday,42,20,22,7,31,4,5,4,2,1,1,3,5,2,2,0,36.4,0,64
2020-03-03,Tuesday,46,23,23,7,34,5,10,7,2,1,1,0,9,4,2,0,32.1,0,57
2020-03-04,Wednesday,41,18,23,8,30,3,10,2,2,1,1,0,10,4,2,0,35.4,1,57
2020-03-05,Thursday,53,28,25,10,39,4,12,8,2,1,2,0,12,5,2,0,33.6,0,74
2020-03-06,Friday,30,14,16,6,21,3,6,2,1,0,0,0,4,2,0,0,36.3,0,67
2020-03-07,Saturday,36,18,18,7,26,3,4,3,1,0,1,0,4,3,0,0,36.0,2,58
2020-03-08,Sunday,29,14,15,6,20,3,4,4,1,0,0,0,4,3,1,0,35.2,1,66
2020-03-09,Monday,42,20,22,6,32,4,7,7,2,1,1,0,6,5,1,0,34.0,0,53
2020-03-10,Tuesday,27,13,14,4,21,2,5,4,1,0,1,0,5,3,1,0,35.2,1,47
2020-03-11,Wednesday,41,19,22,10,25,6,7,3,2,1,1,0,5,4,1,0,33.6,0,73
2020-03-12,Thursday,33,16,17,7,23,3,7,5,1,0,0,0,8,3,0,0,32.6,0,66
2020-03-13,Friday,49,24,25,9,35,5,7,5,2,1,2,0,7,2,1,0,36.3,2,44
2020-03-14,Saturday,53,26,27,9,37,7,7,5,2,1,2,0,6,4,1,0,30.8,0,72
2020-03-15,Sunday,53,24,29,8,41,4,6,3,2,1,0,0,7,4,1,0,32.2,0,51
2020-03-16,Monday,49,24,25,8,36,5,10,6,2,1,0,0,10,7,2,0,35.1,0,49
2020-03-17,Tuesday,42,22,20,7,30,5,8,4,2,1,0,0,9,2,2,0,27.9,1,41
2020-03-18,Wednesday,45,20,25,7,34,4,10,2,2,1,2,0,8,2,2,0,37.7,0,61
2020-03-19,Thursday,31,15,16,6,22,3,4,4,1,0,0,0,4,1,1,0,35.1,0,53
2020-03-20,Friday,41,18,23,6,30,5,6,7,2,1,1,0,6,4,1,0,35.1,0,56
2020-03-21,Saturday,42,20,22,9,29,4,5,4,2,1,1,0,5,2,2,0,38.6,0,47
2020-03-22,Sunday,32,15,17,7,21,4,3,1,1,0,1,0,2,1,0,0,34.7,1,68
2020-03-23,Monday,32,17,15,6,23,3,5,2,1,0,1,1,4,2,1,0,34.8,0,41
2020-03-24,Tuesday,54,25,29,13,35,6,12,4,2,1,2,0,9,3,1,0,35.0,1,59
2020-03-25,Wednesday,52,27,25,7,38,7,9,8,2,1,1,1,9,3,1,0,34.6,0,63
2020-03-26,Thursday,35,17,18,8,23,4,6,5,1,0,0,3,5,5,1,0,31.0,0,71
2020-03-27,Friday,45,21,24,9,30,6,5,8,2,1,1,0,4,3,1,0,39.0,0,44
2020-03-28,Saturday,43,20,23,10,27,6,10,7,2,1,0,0,9,4,1,0,34.7,0,41
2020-03-29,Sunday,41,21,20,7,30,4,4,7,2,1,1,0,4,3,1,0,39.6,2,67
2020-03-30,Monday,34,15,19,6,25,3,3,2,1,0,0,0,3,2,0,0,35.3,0,50
2020-03-31,Tuesday,36,17,19,6,27,3,3,2,1,0,0,0,3,1,1,0,29.9,0,57
2020-04-01,Wednesday,47,25,22,9,32,6,8,2,2,1,0,0,9,2,1,0,32.5,0,42
2020-04-02,Thursday,59,31,28,10,44,5,9,7,2,1,2,0,8,5,1,0,37.4,0,40
2020-04-03,Friday,59,31,28,11,42,6,7,6,2,1,2,0,8,3,1,0,34.7,0,40
2020-04-04,Saturday,41,19,22,7,29,5,5,3,2,1,1,0,5,2,2,0,36.1,0,71
2020-04-05,Sunday,39,19,20,6,30,3,8,2,1,0,1,0,7,3,1,0,35.4,0,45
2020-04-06,Monday,42,22,20,9,28,5,5,8,2,1,1,0,4,5,1,0,37.2,1,58
2020-04-07,Tuesday,49,23,26,10,34,5,5,5,2,1,0,0,4,2,1,0,32.6,2,69
2020-04-08,Wednesday,53,25,28,13,35,5,6,8,2,1,0,0,5,6,1,0,33.1,0,60
2020-04-09,Thursday,47,24,23,7,36,4,6,8,2,1,0,0,5,2,2,0,34.6,2,68
2020-04-10,Friday,53,25,28,9,38,6,6,8,2,1,0,1,6,6,1,0,33.0,0,53
2020-04-11,Saturday,45,24,21,10,32,3,7,6,2,1,1,0,6,6,1,0,39.9,0,54
2020-04-12,Sunday,49,26,23,9,34,6,4,9,2,1,1,0,3,2,2,0,38.1,0,73
2020-04-13,Monday,53,24,29,12,35,6,7,9,2,1,2,0,7,4,1,0,34.8,0,47
2020-04-14,Tuesday,58,28,30,14,37,7,13,11,2,1,0,0,11,8,1,0,30.0,0,65
2020-04-15,Wednesday,46,22,24,7,34,5,6,8,2,1,0,0,5,3,2,0,33.7,2,54
2020-04-16,Thursday,48,25,23,11,32,5,7,5,2,1,1,0,6,4,2,0,39.6,0,48
2020-04-17,Friday,67,32,35,16,46,5,12,10,3,1,1,0,11,4,3,0,34.4,0,59
2020-04-18,Saturday,40,18,22,7,30,3,7,6,2,1,1,0,7,4,1,0,33.3,0,58
2020-04-19,Sunday,49,25,24,8,37,4,6,4,2,1,1,1,6,3,1,0,36.9,0,55
2020-04-20,Monday,35,18,17,5,26,4,6,5,1,0,0,0,6,3,1,0,37.0,2,57
2020-04-21,Tuesday,46,20,26,7,35,4,10,4,2,1,1,0,11,4,1,0,33.7,0,56
2020-04-22,Wednesday,45,21,24,7,33,5,6,2,2,1,1,0,6,2,1,0,33.5,0,60
2020-04-23,Thursday,54,24,30,11,37,6,6,10,2,1,2,0,5,4,1,0,35.0,0,40
2020-04-24,Friday,36,18,18,6,26,4,5,2,1,0,0,1,5,1,0,0,35.3,0,40
2020-04-25,Saturday,42,20,22,6,32,4,5,7,2,1,1,0,4,4,1,0,34.4,2,65
2020-04-26,Sunday,55,25,30,12,37,6,11,9,2,1,1,0,11,6,1,0,38.5,0,44
2020-04-27,Monday,54,25,29,9,39,6,12,5,2,1,2,0,11,7,2,0,37.0,0,43
2020-04-28,Tuesday,54,26,28,11,37,6,7,9,2,1,1,0,7,3,1,0,36.5,0,41
2020-04-29,Wednesday,47,22,25,7,34,6,11,4,2,1,1,0,10,7,1,0,35.5,0,71
2020-04-30,Thursday,48,26,22,7,35,6,10,7,2,1,2,0,8,4,1,0,33.7,5,73
2020-05-01,Friday,54,25,29,8,40,6,10,5,2,1,0,0,8,4,1,0,35.1,0,55
2020-05-02,Saturday,45,24,21,9,31,5,7,8,2,1,1,0,8,6,1,0,30.8,2,56
2020-05-03,Sunday,58,31,27,11,41,6,10,7,2,1,0,0,11,5,1,0,32.4,0,73
2020-05-04,Monday,50,25,25,10,34,6,9,5,2,1,1,0,9,4,1,0,32.8,0,45
2020-05-05,Tuesday,47,21,26,10,31,6,10,5,2,1,2,0,10,6,2,0,33.2,0,50
2020-05-06,Wednesday,59,32,27,10,42,7,9,3,2,1,2,0,8,3,1,0,40.8,0,40
2020-05-07,Thursday,68,35,33,10,52,6,7,7,3,1,2,0,8,4,2,0,35.8,0,64
2020-05-08,Friday,57,30,27,8,41,8,7,3,2,1,1,0,7,3,1,0,34.0,0,65
2020-05-09,Saturday,44,22,22,9,31,4,5,6,2,1,1,1,4,3,1,0,35.8,0,50
2020-05-10,Sunday,52,23,29,10,35,7,8,9,2,1,1,0,7,6,2,0,32.6,0,61
2020-05-11,Monday,50,23,27,7,38,5,10,3,2,1,1,0,9,3,1,0,30.5,1,58
2020-05-12,Tuesday,51,26,25,8,38,5,8,4,2,1,1,0,7,5,1,0,33.8,0,47
2020-05-13,Wednesday,60,28,32,10,43,7,14,11,3,1,2,3,12,5,2,0,33.7,0,61
2020-05-14,Thursday,55,27,28,10,41,4,9,7,2,1,2,1,8,7,2,0,36.5,0,55
2020-05-15,Friday,41,22,19,7,30,4,5,3,2,1,1,0,5,3,1,0,31.0,0,40
2020-05-16,Saturday,48,25,23,9,33,6,7,7,2,1,2,0,7,4,1,0,35.5,2,40
2020-05-17,Sunday,41,22,19,7,30,4,8,5,2,1,2,1,7,2,1,0,37.2,0,51
2020-05-18,Monday,47,24,23,7,35,5,4,3,2,1,0,0,4,1,1,0,41.7,0,61
2020-05-19,Tuesday,54,28,26,10,39,5,12,5,2,1,1,1,12,5,1,0,36.8,0,48
2020-05-20,Wednesday,51,23,28,10,35,6,5,6,2,1,1,0,5,2,1,0,31.7,0,65
2020-05-21,Thursday,57,30,27,11,38,8,13,8,2,1,1,0,14,6,1,0,35.6,0,51
2020-05-22,Friday,54,28,26,9,41,4,8,4,2,1,1,0,8,3,1,0,35.4,1,41
2020-05-23,Saturday,36,19,17,7,25,4,4,3,1,0,1,0,3,2,0,0,34.5,0,54
2020-05-24,Sunday,38,18,20,7,27,4,6,3,1,0,0,0,6,2,0,0,33.7,0,68
2020-05-25,Monday,54,26,28,12,38,4,6,10,2,1,0,2,5,5,1,0,35.0,0,67
2020-05-26,Tuesday,60,30,30,9,43,8,12,10,3,1,2,0,10,10,3,0,38.0,0,42
2020-05-27,Wednesday,35,18,17,8,24,3,8,5,1,0,0,0,8,4,1,0,31.8,0,42
2020-05-28,Thursday,42,19,23,7,30,5,8,5,2,1,1,0,8,5,1,0,36.8,0,71
2020-05-29,Friday,35,18,17,8,24,3,4,4,1,0,1,0,3,2,1,0,28.3,0,62
2020-05-30,Saturday,45,23,22,7,32,6,8,5,2,1,0,0,9,2,1,0,31.6,0,69
2020-05-31,Sunday,52,23,29,9,39,4,8,5,2,1,1,0,8,5,1,0,33.0,1,46
2020-06-01,Monday,58,31,27,9,43,6,10,9,2,1,1,0,11,5,1,0,28.5,0,71
2020-06-02,Tuesday,60,32,28,12,41,7,6,10,3,1,1,0,5,4,2,0,29.3,0,69
2020-06-03,Wednesday,61,31,30,11,44,6,10,10,3,1,1,1,9,4,3,0,26.8,0,62
2020-06-04,Thursday,49,23,26,9,36,4,11,2,2,1,0,0,11,3,2,0,27.9,2,63
2020-06-05,Friday,36,17,19,8,24,4,8,3,1,0,1,0,7,4,1,0,29.6,0,63
2020-06-06,Saturday,46,23,23,8,35,3,5,8,2,1,2,1,4,6,2,0,32.1,0,52
2020-06-07,Sunday,42,19,23,7,32,3,8,6,2,1,1,1,8,4,1,0,31.5,0,48
2020-06-08,Monday,57,27,30,13,40,4,8,9,2,1,0,0,7,5,2,0,29.3,0,52
2020-06-09,Tuesday,70,36,34,14,49,7,11,4,3,1,0,1,10,3,3,0,31.4,0,41
2020-06-10,Wednesday,43,20,23,8,32,3,5,5,2,1,1,0,4,2,2,0,29.1,0,50
2020-06-11,Thursday,59,31,28,13,39,7,13,11,2,1,2,0,11,5,2,0,27.7,0,48
2020-06-12,Friday,51,26,25,9,37,5,12,5,2,1,1,0,12,7,2,0,29.8,0,59
2020-06-13,Saturday,44,22,22,8,33,3,6,2,2,1,1,1,5,2,2,0,28.1,10,48
2020-06-14,Sunday,54,24,30,8,40,6,11,9,2,1,0,3,9,5,1,0,27.9,0,49
2020-06-15,Monday,54,28,26,10,38,6,12,9,2,1,2,0,12,6,1,0,28.2,0,72
2020-06-16,Tuesday,58,27,31,12,39,7,7,8,2,1,2,0,6,6,1,0,29.3,0,52
2020-06-17,Wednesday,39,17,22,7,27,5,7,6,1,0,1,0,6,5,0,0,28.3,2,70
2020-06-18,Thursday,59,29,30,9,43,7,7,10,2,1,2,1,6,6,2,0,30.1,0,58
2020-06-19,Friday,71,37,34,14,47,10,15,10,3,1,3,0,16,6,2,0,33.1,0,60
2020-06-20,Saturday,38,19,19,8,27,3,6,4,1,0,1,0,4,2,1,0,31.9,0,74
2020-06-21,Sunday,61,31,30,13,40,8,14,5,6,3,2,0,15,4,5,0,27.2,20,52
2020-06-22,Monday,45,23,22,8,33,4,6,5,2,1,1,0,7,3,1,0,27.9,0,45
2020-06-23,Tuesday,60,32,28,12,41,7,9,8,3,1,1,0,8,5,2,0,32.2,0,72
2020-06-24,Wednesday,53,25,28,9,37,7,11,5,2,1,0,0,12,6,2,0,31.0,0,43
2020-06-25,Thursday,56,29,27,11,39,6,6,6,2,1,1,0,5,3,1,0,30.3,2,47
2020-06-26,Friday,62,31,31,14,42,6,9,10,3,1,1,1,8,7,2,0,31.4,2,60
2020-06-27,Saturday,44,23,21,7,34,3,7,4,2,1,0,2,8,5,1,0,27.5,0,58
2020-06-28,Sunday,55,25,30,11,38,6,7,9,2,1,2,0,6,4,2,0,26.8,0,42
2020-06-29,Monday,52,25,27,10,37,5,12,10,2,1,1,2,12,9,1,0,25.3,0,40
2020-06-30,Tuesday,55,29,26,12,37,6,7,3,2,1,1,0,8,2,2,0,28.4,0,53
2020-07-01,Wednesday,69,31,38,16,44,9,15,8,3,1,2,0,12,6,2,0,32.8,0,53
2020-07-02,Thursday,42,22,20,6,33,3,6,3,2,1,2,0,7,3,2,0,30.0,0,50
2020-07-03,Friday,55,28,27,12,35,8,11,5,2,1,1,0,8,4,2,0,30.3,0,72
2020-07-04,Saturday,43,23,20,7,30,6,7,4,2,1,0,0,6,5,1,0,29.4,0,54
2020-07-05,Sunday,55,25,30,12,38,5,5,10,2,1,1,0,4,3,2,0,26.1,0,40
2020-07-06,Monday,45,22,23,11,31,3,9,7,2,1,1,0,9,6,1,0,27.7,0,45
2020-07-07,Tuesday,55,30,25,13,35,7,12,6,2,1,1,1,9,8,1,0,28.3,5,59
2020-07-08,Wednesday,50,22,28,8,35,7,6,7,2,1,2,2,5,5,2,0,28.3,0,73
2020-07-09,Thursday,56,26,30,10,41,5,6,9,2,1,2,0,7,5,2,0,26.9,0,71
2020-07-10,Friday,43,20,23,10,28,5,9,7,2,1,1,0,10,4,1,0,29.4,10,41
2020-07-11,Saturday,51,26,25,11,35,5,8,2,2,1,1,0,8,3,1,0,31.8,0,53
2020-07-12,Sunday,36,19,17,6,27,3,6,6,1,0,0,0,5,5,0,0,32.0,0,73
2020-07-13,Monday,60,32,28,11,44,5,9,10,3,1,2,0,9,8,2,0,27.4,0,73
2020-07-14,Tuesday,66,34,32,10,48,8,11,3,3,1,1,0,9,6,2,0,29.8,5,62
2020-07-15,Wednesday,65,31,34,13,44,8,15,9,3,1,2,3,13,4,2,0,33.1,0,73
2020-07-16,Thursday,66,32,34,12,47,7,8,11,3,1,1,0,8,9,2,0,33.0,0,44
2020-07-17,Friday,36,18,18,6,26,4,4,2,1,0,0,0,4,2,0,0,31.1,0,44
2020-07-18,Saturday,53,25,28,12,35,6,12,7,2,1,1,1,13,9,2,0,32.9,0,62
2020-07-19,Sunday,59,27,32,13,39,7,6,5,2,1,0,1,5,3,2,0,30.7,0,74
2020-07-20,Monday,44,22,22,6,33,5,6,4,2,1,1,0,6,2,2,0,32.1,0,69
2020-07-21,Tuesday,60,32,28,10,44,6,14,10,3,1,2,0,11,11,2,0,32.0,2,72
2020-07-22,Wednesday,53,26,27,11,38,4,8,8,2,1,1,0,8,7,2,0,29.9,0,53
2020-07-23,Thursday,43,19,24,8,32,3,8,5,2,1,1,0,9,6,1,0,28.0,0,60
2020-07-24,Friday,49,22,27,11,32,6,8,9,2,1,0,1,8,6,1,0,29.0,0,48
2020-07-25,Saturday,40,19,21,8,27,5,7,3,2,1,1,3,5,4,2,0,31.1,0,44
2020-07-26,Sunday,50,25,25,8,38,4,7,9,2,1,1,0,6,7,1,0,26.0,0,63
2020-07-27,Monday,52,25,27,11,36,5,12,4,2,1,2,0,12,7,2,0,31.6,0,42
2020-07-28,Tuesday,69,37,32,13,50,6,10,4,3,1,3,0,8,5,2,0,28.9,0,41
2020-07-29,Wednesday,54,27,27,10,38,6,11,3,2,1,0,0,12,4,2,0,32.9,0,46
2020-07-30,Thursday,58,27,31,11,42,5,9,3,2,1,0,0,10,4,1,0,30.7,0,61
2020-07-31,Friday,55,28,27,8,41,6,11,9,2,1,1,0,9,9,1,0,28.3,0,67
2020-08-01,Saturday,47,23,24,8,35,4,10,2,2,1,1,0,9,2,2,0,32.3,2,69
2020-08-02,Sunday,50,22,28,7,36,7,7,5,2,1,0,0,7,4,2,0,30.5,0,58
2020-08-03,Monday,60,27,33,9,45,6,12,5,3,1,1,0,10,6,2,0,29.1,0,67
2020-08-04,Tuesday,51,23,28,8,37,6,11,3,2,1,2,0,12,6,1,0,27.3,10,68
2020-08-05,Wednesday,52,25,27,11,36,5,6,2,2,1,2,0,6,3,1,0,26.7,0,69
2020-08-06,Thursday,62,33,29,11,46,5,7,9,3,1,0,1,6,4,3,0,31.0,0,62
2020-08-07,Friday,37,20,17,8,26,3,6,3,1,0,1,0,6,3,1,0,32.3,5,46
2020-08-08,Saturday,30,13,17,7,20,3,6,3,1,0,0,0,7,3,0,0,30.0,0,55
2020-08-09,Sunday,42,20,22,7,29,6,10,3,2,1,1,3,8,2,2,0,30.1,2,52
2020-08-10,Monday,66,34,32,11,49,6,9,4,3,1,0,1,8,4,3,0,31.5,0,68
2020-08-11,Tuesday,55,25,30,9,40,6,5,7,5,2,1,0,4,3,4,0,30.6,20,53
2020-08-12,Wednesday,56,28,28,9,42,5,9,6,2,1,0,0,7,5,2,0,31.5,0,42
2020-08-13,Thursday,60,30,30,11,43,6,7,10,3,1,2,0,5,6,2,0,29.2,0,70
2020-08-14,Friday,52,24,28,11,35,6,8,4,2,1,1,0,7,3,2,0,30.9,10,48
2020-08-15,Saturday,57,28,29,10,43,4,7,7,2,1,1,0,7,4,2,0,28.3,0,73
2020-08-16,Sunday,39,21,18,7,29,3,9,4,1,0,1,0,8,5,1,0,27.9,10,72
2020-08-17,Monday,45,24,21,6,34,5,8,6,4,2,2,0,8,5,2,0,31.0,20,68
2020-08-18,Tuesday,45,21,24,9,32,4,5,4,2,1,2,0,4,4,1,0,32.5,0,55
2020-08-19,Wednesday,58,28,30,12,38,8,13,8,2,1,0,3,11,6,1,0,30.6,0,41
2020-08-20,Thursday,57,26,31,10,40,7,11,9,2,1,2,0,11,8,1,0,29.3,0,44
2020-08-21,Friday,54,25,29,9,39,6,13,8,2,1,0,0,15,4,1,0,29.4,0,53
2020-08-22,Saturday,53,25,28,12,37,4,11,3,2,1,1,0,9,3,1,0,30.8,0,49
2020-08-23,Sunday,56,30,26,9,39,8,7,5,2,1,0,0,7,5,2,0,31.2,0,68
2020-08-24,Monday,45,22,23,10,32,3,9,3,2,1,1,1,8,5,1,0,33.5,0,59
2020-08-25,Tuesday,62,29,33,14,43,5,13,5,3,1,3,2,14,4,2,0,28.1,2,72
2020-08-26,Wednesday,53,27,26,10,37,6,6,8,5,2,2,0,5,6,4,0,32.1,20,45
2020-08-27,Thursday,54,28,26,8,41,5,8,7,2,1,2,0,7,6,1,0,29.9,0,65
2020-08-28,Friday,58,30,28,12,39,7,8,4,2,1,1,0,9,3,2,0,29.0,0,47
2020-08-29,Saturday,52,23,29,11,36,5,12,8,2,1,1,0,9,7,2,0,26.0,0,50
2020-08-30,Sunday,65,29,36,10,48,7,8,9,3,1,3,0,8,8,3,0,29.4,0,74
2020-08-31,Monday,63,29,34,11,46,6,8,11,3,1,0,1,7,8,3,0,27.6,0,69
2020-09-01,Tuesday,67,34,33,11,48,8,12,9,3,1,1,3,14,9,2,0,27.8,0,55
2020-09-02,Wednesday,43,20,23,7,31,5,9,5,2,1,0,0,10,6,1,0,29.4,2,49
2020-09-03,Thursday,46,22,24,10,31,5,10,4,2,1,1,0,11,5,1,0,31.7,0,54
2020-09-04,Friday,52,27,25,9,37,6,5,9,2,1,1,2,4,6,1,0,27.0,0,73
2020-09-05,Saturday,45,24,21,10,31,4,6,4,2,1,1,0,7,3,1,0,31.9,0,53
2020-09-06,Sunday,61,31,30,10,43,8,10,6,3,1,1,0,10,4,2,0,30.8,10,48
2020-09-07,Monday,48,25,23,11,32,5,8,7,2,1,2,0,8,5,2,0,29.1,2,74
2020-09-08,Tuesday,46,22,24,10,31,5,5,8,2,1,1,0,4,2,2,0,27.8,0,69
2020-09-09,Wednesday,59,31,28,13,38,8,9,3,2,1,2,0,10,2,2,0,32.7,0,60
2020-09-10,Thursday,50,22,28,10,35,5,6,2,2,1,0,0,5,2,1,0,27.4,0,73
2020-09-11,Friday,64,29,35,14,41,9,11,6,3,1,2,0,10,4,3,0,28.9,0,69
2020-09-12,Saturday,44,23,21,10,29,5,9,2,2,1,1,0,10,3,1,0,28.3,0,44
2020-09-13,Sunday,53,26,27,10,37,6,5,8,2,1,1,0,5,5,2,0,28.8,0,45
2020-09-14,Monday,58,28,30,13,39,6,13,9,2,1,0,0,10,6,1,0,29.1,0,69
2020-09-15,Tuesday,42,21,21,9,30,3,6,5,2,1,0,0,5,2,1,0,30.0,0,48
2020-09-16,Wednesday,62,29,33,10,46,6,12,10,3,1,2,0,13,6,2,0,28.6,0,57
2020-09-17,Thursday,53,24,29,9,39,5,12,8,2,1,1,0,12,6,1,0,29.5,0,57
2020-09-18,Friday,48,25,23,7,34,7,9,8,2,1,1,0,9,4,1,0,28.3,0,42
2020-09-19,Saturday,32,14,18,6,22,4,6,2,1,0,0,0,4,3,1,0,30.3,0,45
2020-09-20,Sunday,52,28,24,10,35,7,10,7,2,1,1,0,11,5,1,0,29.1,10,53
2020-09-21,Monday,52,27,25,12,34,6,11,5,2,1,0,0,12,3,2,0,30.8,0,43
2020-09-22,Tuesday,51,23,28,9,37,5,10,5,2,1,0,0,11,5,1,0,33.9,0,56
2020-09-23,Wednesday,63,31,32,12,43,8,7,6,3,1,3,0,6,5,3,0,31.1,5,55
2020-09-24,Thursday,58,31,27,14,38,6,12,6,2,1,2,0,12,5,1,0,27.7,0,48
2020-09-25,Friday,56,27,29,8,41,7,11,4,2,1,2,0,12,3,2,0,31.8,5,69
2020-09-26,Saturday,50,23,27,11,34,5,7,4,5,2,1,0,8,4,4,1,30.7,50,73
2020-09-27,Sunday,62,33,29,9,47,6,14,6,3,1,0,2,13,4,2,0,32.3,0,50
2020-09-28,Monday,50,23,27,8,36,6,10,8,2,1,2,0,9,4,1,0,26.4,5,43
2020-09-29,Tuesday,50,27,23,12,34,4,11,6,2,1,1,0,9,7,1,0,31.5,0,60
2020-09-30,Wednesday,60,27,33,11,45,4,7,7,3,1,1,0,8,3,3,0,33.6,2,63
2020-10-01,Thursday,61,31,30,9,48,4,14,5,3,1,1,0,12,5,2,0,28.9,10,62
2020-10-02,Friday,67,30,37,10,48,9,12,8,6,3,3,0,13,8,6,1,31.7,100,79
2020-10-03,Saturday,42,23,19,9,28,5,5,6,2,1,1,3,4,3,1,0,27.3,10,62
2020-10-04,Sunday,37,17,20,7,26,4,9,6,1,0,1,0,9,4,0,0,27.2,5,44
2020-10-05,Monday,50,25,25,10,35,5,12,3,2,1,2,0,13,3,1,0,29.4,0,69
2020-10-06,Tuesday,78,38,40,15,54,9,19,13,7,3,0,0,19,8,7,0,29.1,50,92
2020-10-07,Wednesday,57,27,30,8,41,8,12,11,2,1,1,0,10,7,2,0,29.1,5,63
2020-10-08,Thursday,48,22,26,8,34,6,9,7,2,1,0,0,10,4,1,0,24.6,0,61
2020-10-09,Friday,44,20,24,8,32,4,10,3,2,1,0,0,9,4,2,0,30.2,5,58
2020-10-10,Saturday,55,25,30,11,39,5,8,3,2,1,1,3,7,4,1,0,29.5,10,57
2020-10-11,Sunday,55,27,28,9,42,4,9,4,2,1,2,1,10,6,2,0,30.1,5,58
